,text1,text2,aut_id1,aut_id2,same
41,"The students are watching a drag act in a nightclub . Their exams are fast approaching , hence this is to be their last ' bit of fun ' before the rigours of studying set in . Studying in St . Swithins is not easy , however , with the students constantly dashing about , and sexy Helga proving a distraction . There is one bit of good news on the horizon , though - Loftus will be in Australia for the next three weeks , and therefore won't be on hand to supervise . So they think . Striding into the students ' bar , Loftus proudly announces he is sending someone else in his place , and will be able to do the exams after all . A wave of terror sweeps over Upton and co . . . The final episode of the first season of ' In The House ' provides an effective conclusion , with the students having to ( temporarily ) knuckle down and begin acting like prospective doctors . The finals would not be for another year , hence if the sitcom was a hit , the possibility for a follow-up series was there . As it turned out , this is exactly what happened . Michael MacKenzie had appeared in ' Getting The Bird ' as ' Second Medic ' . Here his character - if it is the same one - is named ' Mickleton ' . Two characters did not survive beyond the first season . ' Huw Evans ' , played by Martin Shaw , was one , and Yutte Stensgaard's ' Helga ' the other . Evans did however made a brief return to St . Swithins in the ' At Large ' episode ' Mother & Father Doing Well ' . Barry Cryer never wrote for the show again , although Graham Chapman stayed on board until the second run of ' In Charge ' , teaming up with first Bernard McKenna and then Douglas Adams ( for one episode of ' On The Go ' ) . During the studies , Dick suggests a mnemonic system as an easy way to remember medical facts . It would be employed again in the ' On The Go ' episode ' Learning By Heart ' . The drag act is Patrick Fyffe , who a few years later hit the big time as one half of ' Hinge & Bracket ' - as the waspish ' Dame Hilda ' . Funniest moment - Duncan nearly starting a fire in the examination room .","Ffitchett-Brown wants to dust the cobwebs out of Fenn Street School , so requisitions a tape recorder and television set for his class , but Cromwell seems more interested in the yo-yo craze currently sweeping the country . Noticing some lads absent from school , David tracks them to the Caribbean Billiard Hall . The boys have fallen in with a bad crowd , made up of absentees from Weaver Street School . They care little for their job prospects , and seem to think they can make a living at the green baize table . . . Not far from my local Secondary Modern was a seedy café which served as a refuge for pupils who'd opted-out of school . All day long boys would drink Coke , chat , play slot machines and cards . We called them ' mitchers ' . This Geoff Rowley and Andy Baker penned episode provides the new teacher with his first baptism of fire . Putting Mr . Dix in his place was nothing compared with overcoming teenage apathy . Robin Askwith appears as hustler ' Eddie ' , a character he previously played in ' The Fenn Street Gang ' episode ' Meet The Wizard ' . Charles Bolton is his dimwitted sidekick ' Godber ' from Weaver Street School . We will see more of him later . Future ' Eastenders ' star Shirley Cheriton has the small role of ' Pat ' . Funniest moment - Potter trying to play billiards !",7743887,7743887,True
42,"Even without the presence of Vincent Price , "" Curse of the Fly "" turns out to be quite the effective sci-fi horror thriller , and for me , a welcome treat courtesy of my local library , since I didn't know this third entry in the "" Fly "" series even existed until today . The picture effectively follows up on events of the original Price thriller , which I remember to this day as one of the all time great horror flicks to leave it's indelible impression on my youthful upbringing . Even if it doesn't have the audacity of ' Pleeeasee , help meee "" , I thought the picture did a real fine job of spanning the generations utilizing the original teleporter gimmick . But gee , what's with the whole VE3TTF Montreal / G2FRR London business ? Did the Delambre's really have to go through all that protocol just to talk to each other ? It seemed pretty clever the first couple of times , but wore thin after awhile , and after all , who else would it be on the other end of the line ? But I guess that's part of what gives this flick it's unique character . What's really unique though was the way the picture opens . That was a head scratcher actually , I had to check the DVD sleeve to be sure I was watching the right movie . Escaping from the Fournier Mental Hospital ( nice set up ) , Pat Stanley traverses the Canadian countryside in her underwear until rescued , so to speak , by Martin Delambre ( George Baker ) on his way back home to Montreal . Now think about this - without ever questioning why she might have been traipsing around in her undies , the couple spends a week together before Martin pops the question . Not exactly the best recipe for a lasting marriage , but then again , there have probably been odder scenarios . The fact that you never even see a ' Fly ' in this movie shouldn't come as a let down ; the whole idea of the picture supports the premise of a Delambre legacy that resulted in tragedy the first time around , and continues to rear it's ugly head , or other mutations as the case may be . The creature effects are reasonably daring enough without going over the top , thereby helping to maintain suspense throughout . If I were rating the trio of pictures in the ' Fly ' series , I'd place this second to the original starring Vincent Price . Brian Donlevy is convincingly conflicted and creepy enough to take up the Delambre mantle as he tries to keep his sons in line with the scientific mission . Besides the principals , Burt Kwouk and Yvette Rees are convincing as the loyal Asian servants , but one has to wonder - Tai and Wan - Taiwan ? Who makes this stuff up ?","This is probably the craziest of all 30s screwball comedies , and it seems almost impossible today that it could have bombed when first released in 1938 . I'm not sure Katharine Hepburn was ever much of an actress - - I think she was good at picking roles in which she could just be Katharine Hepburn . But when she set her mind to playing ding-bats , she could be as ditzy as the best of them , and her character here may just be the ditziest ditz ever captured on film . Cary Grant was sort of a male Kate Hepburn in a way . He was never really called upon to act ; directors just hired him whenever they needed someone to play Cary Grant . But the befuddled , exasperated character he creates in this movie is sensational , even if it didn't require Grant to flex his acting chops . Together , Grant and Hepburn are an unforgettable pair , and they make an unforgettable movie . It seems pointless to mention specific classic scenes in a movie in which every scene could rightfully be considered a classic . But my favorite just may be when Grant and Hepburn go charging around her family home's extensive grounds , chasing after the dog George . Not to be missed by anyone who enjoys film comedy .",2707735,4532636,False
43,"In the vein of THE LONGEST DAY ( 1962 ) and BATTLE OF THE BULGE ( 1965 ) , this one’s basically the equivalent of BATTLE OF Britain ( 1969 ) – as well as a sort of companion piece to TORA ! TORA ! TORA ! ( 1970 ) . For this reason , it tries hard to be as authentic and detailed as possible ( with stock footage of the real WWII battle and constant captions indicating names of places , vehicles and personnel ) but then doesn’t allow much acting opportunity to its star-studded cast : with this in mind , the contribution of James Coburn ( as an officer who mistrusts the information denoting Midway as a probable enemy target ) , Robert Mitchum ( more on his character later ) , Cliff Robertson ( as Heston’s former buddy and superior to his pilot son ) and Robert Wagner ( as Commander Henry Fonda’s aide ) results in being especially negligible . Charlton Heston is the nominal lead : he’s seen having problems with son Edward Albert over the latter’s inopportune relationship with a Japanese girl ( when the latter continues to mope about his personal situation , Heston snaps in his inimitable fashion : "" You better shape up , Tiger , or some hotshot Jap pilot's gonna flame your ass ! "" ) . Henry Fonda is , as ever , the authoritative figure – playing the Admiral in charge of the defense operation at Midway ; Glenn Ford is Mitchum’s low-ranking replacement ( the latter appears as the well-known Admiral Halsey , who’s been confined to hospital due to a skin disease : apparently , the bulky and notoriously laid-back actor could have chosen to play any real-life character involved but deliberately opted for this thankless role – even so , he lends a welcome dose of humor to the proceedings , especially when he rebukes Ford , who wants to shake Mitchum’s hand for displaying the utmost confidence in him , with "" You want us to lose the war ? ! "" ) . Hal Holbrook is the enthusiastic old-timer who first detects , through a coded message , the Japs’ intention to attack Midway ; Robert Webber is the Commander of one of the three U . S . cruisers who see action during the famous and decisive battle . Monte Markham is the intelligence officer whom Heston approaches to intervene for the Japanese girl and her parents , who have been detained ; Christopher George is unrecognizable in the cock-pit as one of the leaders of the various flying squadrons involved in the dogfight sequences . Toshiro Mifune and James Shigeta are the most renowned actors on the Japanese side ( one can notice the effort they all did to speak their lines in English ! ) – the country’s defeat at Midway was clearly the result of over-confidence ( brought on by a previous victory , albeit a sneak attack , at Pearl Harbor ) and constant bad judgment on the part of the officers concerned . Incidentally , just for the record , the film features three actors from the cast of THE YAKUZA ( 1974 ) – which I’ve just watched – namely Mitchum , Shigeta and Christina Kokubo ( Albert’s girl ) . The various strategies by which the battle was fought maintain reasonable interest throughout , and the action sequences – which virtually take up the last third of the running-time – are certainly spectacular enough . Hell , even the domestic asides emerge to be less distracting than I had anticipated ( though the same can’t be said of the few scenes from the so-called "" TV version "" of the film included among the DVD supplements , which introduce the useless character of Heston’s much-younger girlfriend ! ) ; having said that , this added footage does dwell a little on Heston's inability to fly due to a hand injury ( which , of course , has a bearing on his eventual fate ) . In the long run , however , I feel that MIDWAY comes across a bit stiff as entertainment .","An all-night Italian TV program entitled "" Fuori Orario "" - which translates to "" After Hours "" - comprised of back-to-back films of all genres , nationalities and vintage , and hosted by an eccentric highbrow critic named Enrico Ghezzi - has for years been the fount of several interesting titles which , if it hadn't been for him , I would never have heard of , let alone watched ( though I'd say that about a third of the alarming 500 + still-unwatched films I own on VHS are culled from that program ! ) . Anyway , FUNERAL PARADE OF ROSES is one such example : when I learned it was scheduled to be shown , I made a cursory search via the Internet about the film and , from the little I found , I singled it out as one to record . However , I didn't watch it immediately ( mainly because , unfortunately , the tape I used for the recording was some 20 years old and still has a habit of halting playback automatically and subsequently refusing to load ! ; in fact , a couple of weeks back I lost two early Shohei Imamura films I unwisely taped on a similarly fragile VHS ) but , since that time , I've come across a few more references to Matsumoto's film - most recently its being announced as a forthcoming Region 2 DVD release from the impressive "" Masters Of Cinema "" label - which have only intrigued me even more . Then , yesterday , as I was listening to Tony Rayns ' Audio Commentary for Hiroshi Teshigahara's unusual debut PITFALL ( 1962 ) - incidentally a Eureka / MoC edition - he mentioned the film once again ( and , perhaps unwittingly , proceeded to give away the devastating plot twist at the film's conclusion ! ) in the context of its similarly unconventional nature . So , this time , I decided not only to watch FUNERAL PARADE OF ROSES at long last - whatever the condition of the tape which , fortuitously , turned out to be not too bad - but , being in something of an art-house / Asian cinema vein , I made a whole list of ( mostly just as obscure ) titles to follow . . . Now , after this long-winded introduction , let's get down to the business at hand : a potentially off-putting subject matter ( the trials and tribulations of a community of transvestites ) is transformed by the writer-director's aggressively experimental style , drawing on the contemporary free-form technique of European films rather than the cinematic conventions which are traditionally Japanese . In fact , the narrative ( if it can even be called that , in view of its many flashbacks , flash-forwards and repeated actions ) is frequently interrupted by having the cast sit down for interviews being filmed by a TV crew ; interestingly , Ingmar Bergman's contemporaneous THE PASSION OF ANNA ( 1969 ) used a similarly unique device to "" explain "" his characters ' motivations , as it were . Despite its generally serious tone , seemingly a requisite for an art-house film , FUNERAL PARADE OF ROSES is not devoid of humor or , at the very least , a distinct sense of the absurd : the catfight scenes between the "" women "" are shot in accelerated motion - a technique allegedly borrowed from this film by Stanley Kubrick for A CLOCKWORK ORANGE ( 1971 ) ! ; the scene of a trio of transvestites taking a leak in a men's lavatory ( much to the consternation of those present ) ; the linking image of a line-up of naked men with one of them having a rose firmly planted between his butt-cheeks ; a revolutionary hippie named Guebara having a sneezing fit in extreme close-up ; and the moment during one of the pauses for interviews when a crew member slinks past the camera filming the actor playing the man pretending to be a woman ( are you confused yet ? ) holding a dead rat by the tail ! With regards to Peter , the lead actor ( who , amazingly , later turned up as The Fool in RAN [ 1985 ] , Kurosawa's masterful adaptation of Shakespeare's "" King Lear "" ) , I have to say that he makes for a very convincing female impersonator - to the point where , if it weren't for his clearly masculine voice , one forgets that he's actually watching a man in drag ! The love scenes ( which , thankfully , aren't very explicit ) are sensitively handled and , in general , the film doesn't sentimentalize the gay community - nor does it criticize the drug scene which seems to be as much a part of their lifestyle as anything else . As I said earlier , I knew of the film's reversal of Greek tragedy at the climax from Tony Rayns ' commentary for PITFALL but , given its complex structure , I was still blown away by the revelation which , in turn , leads to an extremely violent ending that is not easily forgotten . By the way , I found the brownish hue of the black-and-white cinematography to be an interesting touch : I don't know if this was done intentionally , or whether it was just a feature of the print I happened to watch - but , at this juncture , I think I'd be somewhat disappointed if this unique "" dirty "" look were missing from the film once the upcoming DVD is released ( perhaps anyone who might own the Japanese disc could chime in about this ? ) . . . FUNERAL PARADE OF ROSES was , by all accounts , an remarkable debut feature for Toshio Matsumoto ; he followed it with only 3 more films but , from the little I've read about them , they sound interesting too and well worth seeking out ( so far they have only been available as part of a Japanese Limited Edition Box Set , though not all the films feature English subtitles ! ) .",1399158,1399158,True
44,"Wow ! This is definitely an interesting twist on reality programming . Anyone who is aware of what is going on in MySpace knows Tila Tequila . It's a little hard to miss her if you keep up with pop culture . Now , she has a show that pits the guys against the girls in a battle of love . Oh , yeah , we've seen that before . The twist here , however , is that all of the girls are lesbians . Tina declares herself bisexual and the lesbian girls have to live with and battle the straight guys for her affection . The first episode is an indication that this will be a hot show . The parade of girls in their sexy outfits was amazing . I wish there was something equally amazing to say about the guys , but the testosterone display at the beginning sort of put them behind , in my opinion . Is Tina bisexual ? Based on the first show , I doubt it . She was definitely more into the women . We'll see as the show progresses .","Like an earlier commentor , I saw it in 1980 and have never been able to shake the memory of the gripping story , splendid acting , and dramatic musical score . It certainly contains some of Sam Waterston's finest work . He and the writers depict Oppenheimer not simply as an unjustly victimized hero - - which he was - - but also as naive , fond of alcohol , and snobbish , a rounded portrait instead of a stereotype .",2171244,819382,False
45,"The entrepreneur and owner of a factory of cans Tancredo ( Nelson Vaz ) and his wife Luiza ( Margot Louro ) are extremely happy with the return of their only son Sérgio ( Cyl Farney ) from Madrid , graduated in nuclear engineer . Tancredo plans a convenience marriage of Sérgio with Lucy ( Doris Monteiro ) , whose aunt owns an aluminum plant . However , Sérgio has studied music instead , and while traveling back to Brazil , the captain of the ship invites him to organize a farewell show for the passengers . Together with the steward Chico ( Oscarito ) and the stowaway Mara ( Sonia Mamede ) , they present a successful concert and Sérgio invites the couple to work with him . But Madame Frou-frou ( Zezé Macedo ) is cheated by Chico and promises to revenge . In Rio de Janeiro , Sérgio introduces Chico and Mara as a Professor from the University of Ohio and his assistant , and they lure Tancredo building the night-club "" Boite Atômica "" as if it were a power plant . They invite the international attraction Melvis Prestes for the grand-opening . However , Madame Frou-frou discloses their scheme and they have to improvise to succeed in the show-business . "" De Vento em Popa "" is a delightfully naive and funny comedy in the present days , but still a marvelous entertainment . The story and the situations are hilarious , making the viewer laugh and cry , and Sonia Mamede and Oscarito are amazing in the role of a talented double from the Northeastern that comes to Rio de Janeiro to become famous . The lines of Mara are magnificent , and I loved the definition of "" interview "" given by Tancredo's maid ( "" interview is everything that we do not say that is published "" ) . Sonia Mamede and Oscarito dancing in the night-club and Oscarito performing Elvis Presley "" ( "" Melvis Prestes "" ) are among the best scenes I have ever seen in a Brazilian movie . Title ( Brazil ) : "" De Vento em Popa "" ( "" Tail Wind "" )","In 1486 , in Sicily , five nuns are crucified in their nunnery by the superstitious locals that believe they are evil and worship devil . In 1990 , in Toronto , the skeptical archaeologist Professor Paul Evans ( Brett Halsey ) and his superstitious colleague Liza Harris ( Meg Register ) explore with their team the medieval dig where the nuns were killed . Liza has dreadful nightmares with the nuns while members of the expedition mysteriously die and the locals are against the research in the archaeological site . "" Demonia "" is a deceptive Lucio Fulci's gore movie . The terrible story is never scary or intriguing ; actually it is boring , with the low pace of the first half , and ridiculous with an awful conclusion associated to an annoying soundtrack . It is funny to see , for example , the blonde archaeologist that is superstitious , participates in séances and is scared after finding coffins with bones in a crypt . Title ( Brazil ) : Not Available",2488512,2488512,True
46,"Cary Grant is Leopold Dilg , "" The Talk of the Town , "" in this 1942 film also starring Ronald Colman and Jean Arthur . The outspoken Digl is framed for arson and murder and escapes from prison . He ends up in the home of a schoolteacher he's known since childhood , Nora Shelley . She's preparing her home to be rented the next day - except the renter , an attorney named Professor Lightcap ( Colman ) shows up right then . Since Leopold has a bad ankle , Nora lets him hide in the attic . Though Lightcap wants peace and quiet to write a book , things don't quite happen that way . Nora insists on being his secretary / cook - because she has to take care of Leopold - and every time Lightcap turns around , there's Nora's mother , the police looking for Dilg , furniture deliveries and a delivery of all of Nora's clothing - before he agrees to hire her . Nora and Dilg's attorney Yates ( Edgar Buchanan ) attempt to drag the brilliant ivory tower attorney into the unfair assumption of guilt of Dilg , but Lightcap refuses . His type of justice , it seems , is all on paper . He doesn't want to get involved with any real people . Leopold , posing as the family gardener , gets into some heated discussions with him , and at Leopold's urging , Nora gives Lightcap special attention . But is any of it enough to make him cave and help Digl ? This is a grand comedy with very serious undertones . Who would ever expect two of the most elegant men in film history , Grant and Colman , to be facing off in a comedy , no less , where one of them is very definitely NOT elegant . Grant is terrific , a truly great actor who rarely let his audience see anything but the famous "" Cary Grant "" persona . Here , he's a man of the people with a clumsy walk and casual clothes . His pantomime to Nora through his attic window of wanting something to eat is hilarious . The bearded Colman plays the role of a stuffy professor very straight . Lightcap is barely able to stand the chicanery of Nora's household at first , as he has a strict routine . Fast forward and he's flirting and dancing with a smart-mouthed beautician ( Glenda Farrell ) in order to pump her for information about her boyfriend . His acting , particularly his courtroom speech toward the end of the film , is magnificent . Arthur plays Nora as a dizzy , confused and nervous woman , completely thrown as a landlord , a friend and a woman by the appearance of Leopold and the brilliance of Lightcap , as well as his admiration of her . She's torn between the two of them - and keeps the audience wondering . Really a must-see for the lesson that true justice must be not read , not preached , but lived and for the wonderful characterizations and direction by Stevens .","Touted as the sequel to King Hu's Come Drink With Me starring Cheng Pei Pei , this movie is anything but . Except for the return of Pei Pei's Golden Swallow role , Chang Cheh's movie doesn't share any similarities with King Hu's original , clearly stamping his own take on his movie utilizing the lead character from Come Drink With Me , and relegating her to supporting role status . As a fan of the original , this is downright disappointing , as I had expected to see Pei Pei kick some serious rear again as the fabled swordswoman . Instead , what we get is a story involving a love triangle of sorts , with costars Lo Lieh as Golden Whip Han Tao , a man who saved Golden Swallow from bandits and nursed her back to health , and Wang Yu as a beau from long time ago , who now calls himself The Silver Roc . The Drunken Cat , with whom Golden Swallow rode into the sunset with , is clearly forgotten and totally written out . In actuality , this movie can be renamed The Silver Roc . The story centers on this figure , an orphan bearing a scar on the forehead similar to Harry Potter's , and is one of the fellow disciples to Golden Swallow's teachers . Disappearing one night to seek revenge on his family's murderers , he resurfaces to look for Golden Swallow , and does so by killing villains in her name , in an attempt to lure her out of seclusion . Being the self-proclaimed number one swordsman with an attitude helps too , and not before long , our trio will meet , with Golden Swallow being indecisive about both alpha males , that they have to duke it out to settle scores . In Chang Cheh's signature ketchup blood style , this movie doesn't lack in the gore department , with really bloody scenarios , dismembered bodies , slashes to face and an inspiration to Indiana Jones and the Temple of Doom , albeit done in a more straightforward manner . But some of the kung fu moves seemed recycled from One Armed Swordsman , especially Wang Yu's Silver Roc , who holds his sword akimbo similar to his One Armed days . And his much revered "" Coup De Grace "" killer move was never seen until the finale , and that too was too weakly executed and laughable . I wondered too about numerous scenes where characters liked to leap out of windows , clearly to a mat at the bottom , out of the screen . But one thing's a bonus , and that's having plenty of outdoor shots versus indoor studio ones , which boosts production values a little . Still , it's a decent martial arts flick , but one which could have been miles better . With Wang Yu hogging too much of the limelight with his character in this movie , it suffers by neglecting the other leading characters by Lo Lieh , and especially Cheng Pei Pei , because the movie , after all , is named after her Golden Swallow , or in the original English title , it's the Girl with the Thunderbolt Kick ( apparently it's a misnomer , she doesn't have that skill , nor executed any recognizable kicking moves ) . If anything , watch out for a young Wu Ma as Hu Zhen , a supporting character and friend of Golden Swallow and Han Tao . Nothing memorable , but just a getting a kick out of recognizing a star ( to me at least ) in his earlier youthful looking days .",342623,317399,False
47,"Provided it takes a lot to offend you , you may get a real kick out of this delightfully ribald parody song / commercial . It's sung to the tune of the jingle for Slinky toys that many of us are familiar with . The family friendly lyrics , of course , are now replaced with some really choice , hilarious off-color lyrics that rhyme quite nicely . Viewable in both black & white and color , the video features this upbeat lady named Koralee Nickarz who really sells the whole thing quite well . It comes complete with the standard spoofing of those disclaimers common to so many commercials , spoken at a rapid-fire pace . It made me laugh heartily and does indeed have a high rewatchability factor . And the tune is as catchy as ever and may have a viewer humming it in their heads long after it's over . And hey , they're not just for women anymore .","Dr . Bill Cortner ( Jason Evers ) is a surgeon with big ideas and big plans . Basically , he's your standard-issue mad scientist , and his theme is transplants . When he races to the family-owned country home where he performs his experiments , he causes a horrible car crash in which girlfriend Jan ( Virginia Leith ) is decapitated . The stubborn doc , determined for a successful operation as well as to restore Jan to the way she was before , turns her into a living severed head while he goes about searching for a suitable donor body . This is all very laughable , especially when Jan starts spouting dialog about "" power "" and "" revenge "" . It's a real hoot considering all of this is coming from a head in a pan . The accent on sex - as the viewer joins Bill in the ogling of female flesh - is an undeniable appeal . It's all so outrageous and sleazy and its crazy plot kept me watching . Particularly amusing were the comments directed by Jan to a monster kept inside a closet ; it was fairly interesting the way the movie built up curiosity as to what this monster would look like . The handsome Evers is rather under-stated as the determined doc , with Leith contributing much of the camp appeal as the yappy severed head . Leslie Daniel isn't bad as the hapless assistant Kurt , and Adele Lamont is quite a stunner as Cortners ' selection for the donor body . Circus giant Eddie Carmel plays the monster buried under a pretty good makeup job . It's dumb but definitely a good kind of dumb . It has that low , low budget "" midnite movie "" appeal that keeps it watchable .",1391795,1391795,True
48,"Atom Age Vampire  makes use of a lot of pseudo scientific jargon to make the most of "" restoring normal growth of abnormal cells "" and "" spontaneous reproduction of living cells "" . Professor Alberto Levin ( Alberto Lupo ) isn't sure of his Derma 28 invention , but able assistant Monique ( Franca Parisi ) convinces him to use the serum on the facially disfigured Jeanette Moreneau , a jilted lover whose out of control car dives over a cliff with the obligatory burst into flames aftermath . Roberto Bertea portrays the loyal lab assistant Sacha , whose presence doesn't do much to add or subtract from the film's proceedings . What's not explained very well is Levin's own mutation back and forth into a hideously disfigured wolfman with a complexion problem . The film's English title holds out possibilities , but it's more in the realm of suggestion than delivery ; not a vampire in the lot either , pseudo or otherwise . You can do worse than "" Atom Age Vampire "" , but then you'd be in "" Beast of Yucca Flats "" territory , hardly a worthwhile way to spend an hour . Unless you're like me and just have to sample every imaginable movie with a cool sounding title , you can let this one pass into modern age oblivion .","Is Sam evil ? The good guys warn of Sam's powers . Sam uses his power but for good . Dean has a mission . Will it involve Sam ? What is everything leading up to . The plot devices of the evil blond , Halloween and Sam's showdown with a very evil guy is in the mix . Not a bad episode but Supernatural's forth season is getting redundant . OK episode . Seven for this show . Love the Impelia the best plot device in the show . They should have a show just on the Impelia . I like the first season best . The second season was OK too . the 3rd season lacked for a while . Did not mind the 4th season so far . Howevery the producers seem to be running out of ideas .",2707735,453228,False
49,"i wasn't too impressed with this movie . it is in the style of both the Conan movies , but i didn't like it anywhere near as much . there was lots of action , but i still found it to be slow and boring . it becomes a bit more interesting from the halfway point on , but barely . i didn't find the acting very good , although Kevin Sorbo was good as the title character . but it was Tia Carrere who i thought was very impressive as the evil Queen . however , the only real reason i stuck it out was i noticed that the beginning credits listed Harvey Fierstein in the movie . he doesn't show up until about halfway through , but i liked him in his role . otherwise , the movie is tedious and very hard to get through . for me , Kull the Conqueror is a .","this is the firs movie in the Rambo series , and it's a good one . at least i think it is . it's a about a Vietnam veteran , and Green Beret ( Stallone ) who drifts into a sleepy town , for reasons of his own , minding his own business . but the local law , including the sheriff , ( Brian Dennehy ) , don't want his kind around . Rambo gets pushed to far , and decides to push back , unfortunately for the local law enforcement . if you haven't seen the movie , i won't give anything else away . this movie has a simple , straight forward story , that's fairly high on realism . it's not that far fetched that the events in the movie could happen . i believe Stallone should have at least been nominated for an academy award for his performance as Rambo , and Brian Denehhy should also have been nominated in a supporting category . both were very believable in their roles . also noteworthy is David Caruso in an early role . anyway , for me , First Blood is a",11423174,11423174,True
50,"This movie to me is more of a comedy than a horror . The scenes I remember most are the funny ones . Not to say it is a pure comedy , it isn't . It is though a very good vampire tale . The cast is superb , even Corey Haim and Feldman . This is definitely the best movie they did together . This one has a family of three ( a mother and two sons ) moving into her dad's home . They go around town and the younger one hears from some comic book workers that there are vampires in town . The older son is in fact being recruited by said vampires and is already becoming one after drinking a strange liquid . All in all I love this film and it is one of my favorite vampire flicks . Good mixture of action , horror , and especially for me . . . comedy . This movie is so very well made that you will find it hard to believe that the director of this would go on to make the pretty bad "" Batman and Robin "" . This movie though is good , and has one of the best ending lines of any movie .","There is a reason for the 4 . 2 IMDb rating . This film isn't very good . The cast is fine . Boris Karloff stars along with a decent supporting cast including Elisha Cook Jr . ( Wilmer from The Maltese Falcon ) . The story concerns a group of people that go to investigate the strange happenings on an island in the Pacific . Other than a few man-eating plants ( that could have easily been avoided ) nothing much happens . There is very little voodoo to speak of . And when the group meets the voodoo chief on this PACIFIC island , he's a white guy . But my main problem with the film is the script . The actors are given some of the stupidest things to say I've ever heard . Any given character is likely to say or do anything at any given moment regardless of the situation . I would only recommend this to a Karloff completist .",1111192,3109237,False
51,"1977 was apparently the year for neurotic romantic comedies featuring people who look like real people , if "" The Goodbye Girl "" and "" Annie Hall "" are anything to go by . Woody Allen's film is obviously the superior of the two , but I have a soft spot for Neil Simon's comedy , and I like it quite a lot . Richard Dreyfuss was on the cusp of stardom after his performance in "" Jaws , "" and his double score this year with "" The Goodbye Girl "" and "" Close Encounters of the Third Kind "" launched him into the big time . Marsha Mason was perfect at playing roles like this - - vulnerable softies looking for love while at the same time tough cookies who could make it on their own if forced to . In this film , the two meet cute when Dreyfuss shows up at Mason's apartment , having subletted it from Mason's boyfriend , who dumped her and took off without telling her that she and her ten-year-old daughter would be left with no place to live . Dreyfuss , a struggling actor , agrees to let the mom and daughter stay in the apartment with him , and of course after much bickering , the two fall in love . The movie is at its best when Dreyfuss and Mason are fighting . My favorite line is delivered by Mason after one of their many run-ins over Dreyfuss's bohemian living habits : "" I don't know you well enough to truly dislike you , but you are just too weird to live with . "" Quinn Cummings gives an adorable performance as Mason's daughter . She manages to be both precocious and cute ( think Tatum O'Neal in "" Paper Moon "" ) , a tough feat for a child actor . In one of the first scenes , while Mason is reading the dear john letter left by her louse of a boyfriend , who's left to star in a Bertolucci film , Cummings , instead of asking questions about what happened between her mom and boyfriend , or what they're going to do , or any other number of things it would make sense for a child to ask about , wants to know instead who Bertolucci is and what movies he's directed . A kid after my own heart .","This unnecessary sequel to the surprise 1984 hit picks up exactly where the previous film left off , and though it's not a great movie , it could have been much worse . In this one , Danny and Mr . Miyagi travel to Japan , where Danny finds himself in yet another karate showdown , and finds time to fall in love with a Japanese girl who's way hotter than Elisabeth Shue . Ralph Macchio and Pat Morita return to their roles , and have just as much chemistry together as they did before , even if the novelty has worn off a bit . Like many films from the 1980s , this one is most famous for its theme song , "" Glory of Love "" .",4532636,4532636,True
52,May contain spoilers . Trapped is a very movie . Kevin Bacon is once again a bad guy . Bacon can really play a bad character really well . In My opinion this character doesn't beat Kevin's Sebastian Caine but is it still a good bad none the less . Kevin Bacon is one of My favorite actors of all time ! I never really thought of anything of Charlize Theron to tell you the truth until this I saw this film . She was just a lot better in Trapped and I know she has a lot of talent . Courtney Love was excellent ! She looked so good and she is a promising actress ! She is very different with her unusual voice and great looks . Stuart Townsend was good and He I think is going places . Pruitt Taylor Vince was very good and Dakota Fanning was excellent for being a little girl she sure can act ! One scene that was great was when Bacon and Theron was in the bed room ! I really liked trapped because of the cast and the plot . The movie is put together really well with action and suspenseful / thrilling moments ! If you haven't seen trapped yet and love Kevin Bacon and the above mentioned cast then watch Trapped and while you watch it you'll be trapped ! Its that good !,"It doesn't take a ski accident to come up lame with this one . It is questionable SKI PARTY even has one leg to lean on . A cheap WHERE THE BOYS ARE ( 1960 ) . Boys wanting to meet girls ; snow bunnies looking for the "" right "" guy . If you can party on the beach ; why not a ski slope ? Terrible script overshadowed by the assembly of "" over acting "" . Frankie Avalon isn't even able to make this movie credible . Also in the cast are : Deborah Walley , Dwayne Hickman and Yvonne Craig . But there is something redeeming . . . singing appearances by Lesley Gore and James Brown .",1132073,449021,False
53,"Monsoon Wedding  splatters the screen with ebullience as a very westernized East Indian couple and throngs of family members in New Delhi convene for that universally most happy of occasions . A fun and festive flick with all manner of family issues expressed in and among the wedding preparations , this plotless film is a delightful hodgepodge of busy goings-on full of handsome folks in anxious anticipation the festivities . A delightful "" happening "" , "" Monsoon Wedding "" will score best with viewers into foreign films or with a specific interest in East Indian culture . (","Intermission  is a mediocre but well managed dark comedy which takes the slices of life of a bunch of Dubliners ( mostly bad people with bad attitudes ) and shuffles them like a deck of cards while keeping sufficient interconnectedness to hold the film together ala "" Magnolia "" . A high energy misanthro-pic built on a good cast in Dublin , "" Intermission "" has very little heart and an abundance of aholes which will make it a less than enjoyable watch for all but those who can appreciate annoyingly bellicose films such as ' Lock Stock . . . "" , "" Pulp Fiction "" , etc . Long on talent and short on story with only modest critical and public praise , "" Intermission "" is difficult to recommend . Personally I was bored numb by the film's end . ( B )",783721,783721,True
